orthography,ipa
peereskellä,/ˈpeːreskelːæ/
Pehkosaari,/ˈpehkoˌsɑːri/
peittiissä,/ˈpei̯tːiːsːæ/
peikkomees,/ˈpei̯kːoˌmeːs/
pelehellä,/ˈpelehelːæ/
peli,/ˈpeli/
pehmiä,/ˈpehmiæ/
pehmiä,/ˈpehmiæ/
pellovain,/ˈpelːoʋɑi̯ne/
pellovain,/ˈpelːoʋɑi̯n/
pehmittää,/ˈpehmitːæː/
pellovas,/ˈpelːoʋɑs/
pelto,/ˈpelto/
peltohiiri,/ˈpeltoˌhiːri/
pellovasaivinapijo,/ˈpelːoʋɑsˌɑi̯ʋinɑˌpijo/
Pellervo,/ˈpelːerʋo/
pellovaskaaska,/ˈpelːoʋɑsˌkɑːskɑ/
peltotee,/ˈpeltoˌteː/
pellovasseemenvoi,/ˈpelːoʋɑsˌseːmenˌʋoi̯/
pellovasrihma,/ˈpelːoʋɑsˌrihmɑ/
penikka,/ˈpenikːɑ/
penger,/ˈpeŋɡer/
peltopytty,/ˈpeltoˌpytːy/
peppo,/ˈpepːo/
peltotöö,/ˈpeltoˌtøː/
pereponka,/ˈperepoŋkɑ/
penkki,/ˈpeŋkːi/
perkele,/ˈperkele/
perekäs,/ˈperekæs/
perintuuli,/ˈperinˌtuːli/
perrona,/ˈperːonɑ/
perrää,/ˈperæː/
perrää,/ˈperæː/
perrää,/ˈperæː/
pers,/ˈperse/
Perkele,/ˈperkele/
pero,/ˈpero/
pero,/ˈpero/
perta,/ˈpertɑ/
perta,/ˈpertɑ/
pertsuviina,/ˈpert͡suˌʋiːnɑ/
perna,/ˈpernɑ/
pernamahla,/ˈpernɑˌmɑhlɑ/
pertsupalko,/ˈpert͡suˌpɑlko/
perttipuu,/ˈpertːiˌpuː/
perttikunta,/ˈpertːiˌkuntɑ/
perämees,/ˈperæˌmeːs/
-peräin,/-ˌperæi̯ne/
peräpykämä,/ˈperæˌpykæmæ/
perätöin,/ˈperætøi̯n/
peräs,/ˈperæsːæ/
peräs,/ˈperæsːæ/
pesemätöin,/ˈpesemætøi̯n/
pesoin,/ˈpesoi̯ne/
pesu,/ˈpesu/
pessiissä,/ˈpesːiːsːæ/
pessä,/ˈpesːæ/
petel,/ˈpetel/
pestikka,/ˈpestikːɑ/
petellä,/ˈpetelːæ/
pesuvesi,/ˈpesuˌʋesi/
petkel,/ˈpetkel/
petonsääri,/ˈpetonˌsæːri/
petos,/ˈpetos/
pesä,/ˈpesæ/
pettyä,/ˈpetːyæ/
pettopiimä,/ˈpetːoˌpiːmæ/
petruška,/ˈpetruʃkɑ/
petäjälatva,/ˈpetæjæˌlɑtʋɑ/
pettää,/ˈpetːæː/
pettää,/ˈpetːæː/
pettelikko,/ˈpetːelikːo/
pettelikko,/ˈpetːelikːo/
peukola,/ˈpeu̯kolɑ/
petäjämetsä,/ˈpetæjæˌmet͡sæ/
pihet,/ˈpihet/
petäjänkärkkä,/ˈpetæjænˌkærkːæ/
petäjäpäre,/ˈpetæjæˌpære/
pihkamaito,/ˈpihkɑˌmɑi̯to/
peukala,/ˈpeu̯kɑlɑ/
picka,/ˈpit͡ʃkɑ/
pickapacka,/ˈpit͡ʃkɑˌpɑt͡ʃkɑ/
pihloja,/ˈpihlojɑ/
peukalo,/ˈpeu̯kɑlo/
pii,/ˈpiː/
pihtelet,/ˈpihtelet/
pihlajamarjalintu,/ˈpihlɑjɑˌmɑrjɑˌlintu/
piikkaa,/ˈpiːkːɑː/
piho,/ˈpiho/
piikahtaa,/ˈpiːkɑhtɑː/
piirakalt,/ˈpiːrɑkɑltɑ/
piippu,/ˈpiːpːu/
piika,/ˈpiːkɑ/
piiluu,/ˈpiːˌluː/
piirakka,/ˈpiːrɑkːɑ/
piirakaal,/ˈpiːrɑkɑlːɑ/
piirakkanna,/ˈpiːrɑkːɑnːɑ/
piirakkoja,/ˈpiːrɑkːojɑ/
piirakkoihe,/ˈpiːrɑkːoi̯sːe/
piirakoil,/ˈpiːrɑkoi̯lːɑ/
pijo,/ˈpijo/
piirakoille,/ˈpiːrɑkoi̯lːe/
pijolliin,/ˈpijolːine/
piiras,/ˈpiːrɑs/
pikimusta,/ˈpikiˌmustɑ/
pikkarain,/ˈpikːɑrɑi̯ne/
piirakoilt,/ˈpiːrɑkoi̯ltɑ/
piirakoist,/ˈpiːrɑkoi̯stɑ/
pikkaraikkuin,/ˈpikːɑrɑi̯kːui̯ne/
pikissä,/ˈpikisːæ/
pilahussa,/ˈpilɑhusːɑ/
pilkata,/ˈpilkɑtɑ/
pikkurilli,/ˈpikːuˌrilːi/
pilkko pimmiä,/ˈpilkːo ˈpimiæ/
pilata,/ˈpilɑtɑ/
pilkku,/ˈpilkːu/
pikkuruiskuin,/ˈpikːurui̯skui̯ne/
pilahuttaa,/ˈpilɑhutːɑː/
pilotta,/ˈpilotːɑ/
pilkko,/ˈpilkːo/
pilkka,/ˈpilkːɑ/
pillatöö,/ˈpilːɑˌtøː/
pilvi,/ˈpilʋi/
pilpu,/ˈpilpu/
pilvenjooksu,/ˈpilʋenˌjoːksu/
pilpa,/ˈpilpɑ/
pimetä,/ˈpimetæ/
pilvekäs,/ˈpilʋekæs/
pilpo,/ˈpilpo/
pimetellä,/ˈpimetelːæ/
pimmiä,/ˈpimiæ/
pimmiä,/ˈpimiæ/
pionera,/ˈpionerɑ/
pintamaanalusmaa,/ˈpintɑˌmɑːnˌɑlusˌmɑː/
pirttulamppu,/ˈpirtːuˌlɑmpːu/
pinžakka,/ˈpinʒɑkːɑ/
piot,/ˈpiot/
pinta,/ˈpintɑ/
pisama,/ˈpisɑmɑ/
pistää,/ˈpistæː/
pisara,/ˈpisɑrɑ/
pisju,/ˈpisʲu/
pisar,/ˈpisɑr/
pitkä,/ˈpitkæ/
pitkähäntä,/ˈpitkæˌhæntæ/
pitkin,/ˈpitkin/
pitkin,/ˈpitkin/
pistoletti,/ˈpistoletːi/
pitkulain,/ˈpitkulɑi̯ne/
pitkäkoipiin,/ˈpitkæˌkoi̯pine/
pittiissä,/ˈpitiːsːæ/
pittuus,/ˈpituːs/
Pitkänenä,/ˈpitkæˌnenæ/
piukkaa,/ˈpiu̯kːɑː/
pittuusmitta,/ˈpituːsˌmitːɑ/
piätös,/ˈpiætøs/
piättää,/ˈpiætːæː/
pittää,/ˈpitæː/
platja,/ˈplɑtjɑ/
Platona,/ˈplɑtonɑ/
plaana,/ˈplɑːnɑ/
plekikas,/ˈplekikɑs/
ploda,/ˈplodɑ/
plemmäänitsa,/ˈplemæːnit͡sɑ/
pito,/ˈpito/
plankku,/ˈplɑŋkːu/
plekki,/ˈplekːi/
plotnikka,/ˈplotnikːɑ/
pluuga,/ˈpluːɡɑ/
ploššadi,/ˈploʃːɑdi/
pläkki,/ˈplækːi/
plodikka,/ˈplodikːɑ/
ploššadimitta,/ˈploʃːɑdiˌmitːɑ/
pocka,/ˈpot͡ʃkɑ/
pocka,/ˈpot͡ʃkɑ/
poduška,/ˈpoduʃkɑ/
podvala,/ˈpodʋɑlɑ/
pocivoittaa,/ˈpot͡ʃiʋoi̯tːɑː/
podaroittaa,/ˈpodɑroi̯tːɑː/
pläkikäs,/ˈplækikæs/
pogranicnikka,/ˈpoɡrɑnit͡ʃnikːɑ/
pohjan oleni,/ˈpohjɑn ˈoleni/
pohjasteeppeni,/ˈpohjɑˌsteːpːeni/
pohjapikari,/ˈpohjɑˌpikɑri/
pogreba,/ˈpoɡrebɑ/
pohmelo,/ˈpohmelo/
pohjus,/ˈpohjus/
poika,/ˈpoi̯kɑ/
pohkiat,/ˈpohkiɑt/
pohmelopäivä,/ˈpohmeloˌpæi̯ʋæ/
pohjukka,/ˈpohjukːɑ/
poikain,/ˈpoi̯kɑi̯ne/
poikaoksa,/ˈpoi̯kɑˌoksɑ/
poikia,/ˈpoi̯kiɑ/
poikia,/ˈpoi̯kijɑ/
poikapooli,/ˈpoi̯kɑˌpoːli/
pohvaloittaa,/ˈpohʋɑloi̯tːɑː/
poikarukka,/ˈpoi̯kɑˌrukːɑ/
poikki,/ˈpoi̯kːi/
poikkinain,/ˈpoi̯kːinɑi̯ne/
poikittee,/ˈpoi̯kitːeː/
poimu,/ˈpoi̯mu/
poimia,/ˈpoi̯miɑ/
poikilliin,/ˈpoi̯kilˌline/
poikkipako,/ˈpoi̯kːiˌpɑko/
poime,/ˈpoi̯me/
poikinpuu,/ˈpoi̯kinˌpuː/
politsa,/ˈpolit͡sɑ/
polavikko,/ˈpolɑʋikːo/
Polja,/ˈpolʲɑ/
poissikkain,/ˈpoi̯sːikːɑi̯ne/
pois,/ˈpoi̯s/
Poljša,/ˈpolʲʃɑ/
poljarnoi öö,/ˈpolʲɑrnoi̯ ˈøː/
poljzi,/ˈpolʲzi/
poljarnoi,/ˈpolʲɑrnoi̯/
politseiskoi,/ˈpolit͡sei̯skoi̯/
poloin,/ˈpoloi̯ne/
polnoi,/ˈpolnoi̯/
poljzikas,/ˈpolʲzikɑs/
poljkka,/ˈpolʲkːɑ/
polttaa,/ˈpoltːɑː/
polvensilmä,/ˈpolʋenˌsilmæ/
polvest polvee,/ˈpolʋestɑ ˈpolʋeː/
polopoika,/ˈpoloˌpoi̯kɑ/
polvi,/ˈpolʋi/
poltikkain,/ˈpoltikːɑi̯ne/
poltikkain,/ˈpoltikːɑi̯n/
poohan,/ˈpoːhɑn/
poohan,/ˈpoːhɑn/
pool,/ˈpoːli/
polvenkakku,/ˈpolʋenˌkɑkːu/
pomintkat,/ˈpomintkɑt/
polo,/ˈpolo/
polzuittaa,/ˈpolzui̯tːɑː/
poojezda,/ˈpoːjezdɑ/
pooliin,/ˈpoːline/
poolipitkä,/ˈpoːliˌpitkæ/
poola,/ˈpoːlɑ/
poolipäätkä,/ˈpoːliˌpæːtkæ/
popo,/ˈpopo/
popo,/ˈpopo/
poolisaari,/ˈpoːliˌsɑːri/
poolest,/ˈpoːlestɑ/
poolest,/ˈpoːlestɑ/
popottaa,/ˈpopotːɑː/
poolipäivä,/ˈpoːliˌpæi̯ʋæ/
popugai,/ˈpopuɡɑi̯/
pooti,/ˈpoːti/
pooliöö,/ˈpoːliˌøː/
poroga,/ˈporoɡɑ/
porsas,/ˈporsɑs/
positiva,/ˈpositiʋɑ/
positsia,/ˈposiˌt͡siɑ/
portta,/ˈportːɑ/
postimees,/ˈpostiˌmeːs/
poro,/ˈporo/
portteri,/ˈportːeri/
poštaljona,/ˈpoʃtɑljonɑ/
postpositsia,/ˈpostposit͡siɑ/
poukkupäivä,/ˈpou̯kːuˌpæi̯ʋæ/
postinkantaja,/ˈpostinˌkɑntɑjɑ/
posti,/ˈposti/
pouta,/ˈpou̯tɑ/
potkuri,/ˈpotkuri/
poukkuvesi,/ˈpou̯kːuˌʋesi/
povarnoi,/ˈpoʋɑrnoi̯/
požarnoi,/ˈpoʒɑrnoi̯/
povvinoora,/ˈpoʋːiˌnoːrɑ/
praavitos,/ˈprɑːʋitos/
povoda,/ˈpoʋodɑ/
poveska,/ˈpoʋeskɑ/
praavihussa,/ˈprɑːʋiˌhusːɑ/
povvakas,/ˈpoʋːɑkɑs/
praavila,/ˈprɑːʋilɑ/
pressi,/ˈpresːi/
priha,/ˈprihɑ/
preetiä,/ˈpreːtiæ/
prepositsia,/ˈpreposit͡siɑ/
primera,/ˈprimerɑ/
praaznikka,/ˈprɑːznikːɑ/
probka,/ˈprobkɑ/
priimusa,/ˈpriːmusɑ/
programma,/ˈproɡrɑmːɑ/
printsi,/ˈprint͡si/
pronomina,/ˈpronominɑ/
priho,/ˈpriho/
proomьslapyytö,/ˈproːmɨslɑˌpyːtø/
prosekka,/ˈprosekːɑ/
pristani,/ˈpristɑni/
prostina,/ˈprostinɑ/
proovata,/ˈproːʋɑtɑ/
prolativa,/ˈprolɑtiʋɑ/
proomьsla,/ˈproːmɨslɑ/
prostoimp,/ˈprostoi̯mpi/
prullistaa,/ˈprulːistɑː/
prulli,/ˈprulːi/
pruukata,/ˈpruːkɑtɑ/
prusakka,/ˈprusɑkːɑ/
protivogaza,/ˈprotiʋoɡɑzɑ/
prullikas,/ˈprulːikɑs/
Pskoova,/ˈpskoːʋɑ/
präkkää,/ˈprækːæː/
puhaltaa,/ˈpuhɑltɑː/
-pua,/-puɑ/
puhhua,/ˈpuhuɑ/
pudro,/ˈpudro/
puhaskirjutos,/ˈpuhɑsˌkirjutos/
puippu,/ˈpui̯pːu/
pulkka,/ˈpulkːɑ/
puhas,/ˈpuhɑs/
pulmahoomnikko,/ˈpulmɑˌhoːmnikːo/
puikko,/ˈpui̯kːo/
puistaa,/ˈpui̯stɑː/
pulmajolkka,/ˈpulmɑˌjolkːɑ/
pulmapäivä,/ˈpulmɑˌpæi̯ʋæ/
pulmamees,/ˈpulmɑˌmeːs/
pulmatavarat,/ˈpulmɑˌtɑʋɑrɑt/
pumputa,/ˈpumputɑ/
pulmaolut,/ˈpulmɑˌolut/
pulmaväki,/ˈpulmɑˌʋæki/
Punain armia,/ˈpunɑne ˈɑrmiɑ/
pumissa,/ˈpumisːɑ/
puna,/ˈpunɑ/
Punamaaria,/ˈpunɑˌmɑːriɑ/
Puna-armia,/ˈpunɑˌɑrmiɑ/
pulska,/ˈpulskɑ/
Punain flootta,/ˈpunɑne ˈfloːtːɑ/
punaposkiin,/ˈpunɑˌposkine/
punatauti,/ˈpunɑˌtɑu̯ti/
punain seestaramarja,/ˈpunɑi̯ne ˈseːstɑrɑˌmɑrjɑ/
punapää,/ˈpunɑˌpæː/
punapää,/ˈpunɑˌpæː/
punertava,/ˈpunertɑʋɑ/
punastua,/ˈpunɑstuɑ/
punettia,/ˈpunetːiɑ/
puota,/ˈpuotɑ/
punarinta,/ˈpunɑˌrintɑ/
punttalauta,/ˈpuntːɑˌlɑu̯tɑ/
pupuška,/ˈpupuʃkɑ/
purjehtia,/ˈpurjehtiɑ/
puntta,/ˈpuntːɑ/
purra,/ˈpurːɑ/
pura,/ˈpurɑ/
purjehtiva,/ˈpurjehtiʋɑ/
puru,/ˈpuru/
purno,/ˈpurno/
pussi,/ˈpusːi/
purje,/ˈpurje/
puteli,/ˈputeli/
puskia,/ˈpuskiɑ/
putešestvenikka,/ˈputeʃestʋenikːɑ/
puu,/ˈpuː/
pursuttaa,/ˈpursutːɑː/
puuhanko,/ˈpuːˌhɑŋko/
puukko,/ˈpuːkːo/
puuitikka,/ˈpuːˌitikːɑ/
puulapja,/ˈpuːˌlɑpjɑ/
puumalja,/ˈpuːˌmɑljɑ/
puuha,/ˈpuːhɑ/
puunaagla,/ˈpuːˌnɑːɡlɑ/
puulusikka,/ˈpuːˌlusikːɑ/
puuomena,/ˈpuːˌomenɑ/
puusammal,/ˈpuːˌsɑmːɑl/
puukas,/ˈpuːkɑs/
puutulppa,/ˈpuːˌtulpːɑ/
puuvilla,/ˈpuːˌʋilːɑ/
puutoukka,/ˈpuːˌtou̯kːɑ/
pyhä,/ˈpyhæ/
pyhä,/ˈpyhæ/
puuvoi,/ˈpuːˌʋoi̯/
puuttua,/ˈpuːtːuɑ/
puuttua,/ˈpuːtːuɑ/
pyhäkala,/ˈpyhæˌkɑlɑ/
pyhänveetto,/ˈpyhænˌʋeːtːo/
pyhälliin,/ˈpyhælːine/
pyhäpäiväin,/ˈpyhæˌpæi̯ʋæi̯ne/
pyhäin,/ˈpyhæi̯ne/
pyhänpanekkipäivä,/ˈpyhænˌpɑnekːiˌpæi̯ʋæ/
pylvä,/ˈpylʋæ/
pykämä,/ˈpykæmæ/
pylvätä,/ˈpylʋætæ/
pyry,/ˈpyry/
pyyhkiä,/ˈpyːhkiæ/
pyytäjä,/ˈpyːtæjæ/
-pä,/-pæ/
-pyä,/-pyæ/
pytky,/ˈpytky/
pyytää anteeks,/ˈpyːtæː ˈɑnteːkse/
pyytö,/ˈpyːtø/
päivykkäin,/ˈpæi̯ʋykːæi̯ne/
-päin,/-pæi̯/
päivä,/ˈpæi̯ʋæ/
päivyt,/ˈpæi̯ʋyt/
päi,/ˈpæi̯/
päi,/ˈpæi̯/
päi,/ˈpæi̯/
päiväläin,/ˈpæi̯ʋælæi̯ne/
päiväpyytö,/ˈpæi̯ʋæpyːtø/
päiväpaisse,/ˈpæi̯ʋæˌpɑi̯sːe/
päivyttyä,/ˈpæi̯ʋytːyæ/
päiväin,/ˈpæi̯ʋæi̯ne/
päivämeri,/ˈpæi̯ʋæˌmeri/
päivölintu,/ˈpæi̯ʋøˌlintu/
päivänlasku,/ˈpæi̯ʋænˌlɑsku/
päivöttyä,/ˈpæi̯ʋøtːyæ/
päiväst päivää,/ˈpæi̯ʋæstæ ˈpæi̯ʋæː/
päivääl,/ˈpæi̯ʋælːæ/
päivääl,/ˈpæi̯ʋælːæ/
päpi,/ˈpæpi/
päriin,/ˈpærine/
pärehiin,/ˈpærehine/
Pärspää,/ˈpærsˌpæː/
pärekatto,/ˈpæreˌkɑtːo/
pärekontti,/ˈpæreˌkontːi/
pätärä,/ˈpætæræ/
pässi,/ˈpæsːi/
pässi-pässi,/ˈpæsːi ˈpæsːi/
pääaivo,/ˈpæːˌɑi̯ʋo/
pääheinät,/ˈpæːˌhei̯næt/
päähkenä,/ˈpæːhkenæ/
päähkänikko,/ˈpæːhkænikːo/
päähkänäkärkkä,/ˈpæːhkænæˌkærkːæ/
päähä,/ˈpæːhæ/
päähä,/ˈpæːhæ/
päähkänävoi,/ˈpæːhkænæˌʋoi̯/
pääjyvä,/ˈpæːˌjyʋæ/
pääkäs,/ˈpæːkæs/
pääkkö,/ˈpæːkːø/
päähkänäkärkkäin,/ˈpæːhkænæˌkærkːæi̯ne/
pääliin,/ˈpæːline/
pääkoira,/ˈpæːˌkoi̯rɑ/
pääluu,/ˈpæːˌluː/
päälle,/ˈpæːlːe/
päälle,/ˈpæːlːe/
päälle,/ˈpæːlːe/
päälle,/ˈpæːlːe/
päälys,/ˈpæːlys/
päänikka,/ˈpæːnikːɑ/
päärme,/ˈpæːrme/
pääpooli,/ˈpæːˌpoːli/
päält,/ˈpæːltæ/
päält,/ˈpæːltæ/
päält,/ˈpæːltæ/
päält,/ˈpæːltæ/
päännä,/ˈpæːnːæ/
päännä,/ˈpæːnːæ/
päämees,/ˈpæːˌmeːs/
päärmätä,/ˈpæːrmætæ/
Pääsiä,/ˈpæːsiæ/
pääskö,/ˈpæːskø/
pääs,/ˈpæːsːæ/
pääs,/ˈpæːsːæ/
Pääsiänpaasto,/ˈpæːsiænˌpɑːsto/
pääsaahkara,/ˈpæːˌsɑhkɑrɑ/
päästää,/ˈpæːstæː/
päässä,/ˈpæːsːæ/
pääsky,/ˈpæːsky/
pääskyläin,/ˈpæːskylæi̯ne/
pääsönpisama,/ˈpæːsønˌpisɑmɑ/
pääsköi,/ˈpæːskøi̯sːe/
pääsköi,/ˈpæːskøi̯sːe/
päätetsä,/ˈpæːtet͡sæ/
pääst,/ˈpæːstæ/
pääst,/ˈpæːstæ/
päävaras,/ˈpæːˌʋɑrɑs/
pölly,/ˈpølːy/
päätkä,/ˈpæːtkæ/
pökkö,/ˈpøkːø/
pöksyt,/ˈpøksyt/
pöllytellä,/ˈpølːytelːæ/
pöröläin,/ˈpørølæi̯ne/
pöllyttää,/ˈpølːytːæː/
pölätä,/ˈpølætæ/
pövvy,/ˈpøʋːy/
pöllykäs,/ˈpølːykæs/
pörömä,/ˈpørømæ/
pöyhkiä,/ˈpøy̯hkiæ/
raaka,/ˈrɑːkɑ/
raaka,/ˈrɑːkɑ/
pöytä,/ˈpøy̯tæ/
raaju,/ˈrɑːju/
raami,/ˈrɑːmi/
pöörä,/ˈpøːræ/
raania,/ˈrɑːniɑ/
raavas,/ˈrɑːʋɑs/
raana,/ˈrɑːnɑ/
raenta,/ˈrɑentɑ/
raakamateriala,/ˈrɑːkɑˌmɑteriɑlɑ/
rahi,/ˈrɑhi/
raavastauti,/ˈrɑːʋɑsˌtɑu̯ti/
raha,/ˈrɑhɑ/
raetuuca,/ˈrɑeˌtuːt͡ʃɑ/
rahakas,/ˈrɑhɑkɑs/
rahka,/ˈrɑhkɑ/
rahoittaa,/ˈrɑhoi̯tːɑː/
raijona,/ˈrɑi̯jonɑ/
raisu,/ˈrɑi̯su/
rahkamaito,/ˈrɑhkɑˌmɑi̯to/
raivata,/ˈrɑi̯ʋɑtɑ/
raita,/ˈrɑi̯tɑ/
rajakivi,/ˈrɑjɑˌkiʋi/
raisata,/ˈrɑi̯sɑtɑ/
raja,/ˈrɑjɑ/
rakastaa,/ˈrɑkɑstɑː/
rakehoittaa,/ˈrɑkehoi̯tːɑː/
rajalle,/ˈrɑjɑlːe/
rakkaus,/ˈrɑkːɑ.us/
rajapatsas,/ˈrɑjɑˌpɑt͡sɑs/
rajal,/ˈrɑjɑlːɑ/
rajal,/ˈrɑjɑlːɑ/
rakottua,/ˈrɑkotːuɑ/
rakko,/ˈrɑkːo/
rako,/ˈrɑko/
rallittaa,/ˈrɑlːitːɑː/
ramaška,/ˈrɑmɑʃkɑ/
ramonäpykkä,/ˈrɑmoˌnæpykːæ/
rakkopilli,/ˈrɑkːoˌpilːi/
rampajalka,/ˈrɑmpɑˌjɑlkɑ/
rangastaa,/ˈrɑŋɡɑstɑː/
rangaissa,/ˈrɑŋɡɑi̯sːɑ/
rampihua,/ˈrɑmpihuɑ/
ranka,/ˈrɑŋkɑ/
rannikko,/ˈrɑnːikːo/
ranta,/ˈrɑntɑ/
rantaapu,/ˈrɑntɑˌɑpu/
rantaliiva,/ˈrɑntɑˌliːʋɑ/
rankastua,/ˈrɑŋkɑstuɑ/
Rantapiusta,/ˈrɑntɑˌpiu̯stɑ/
Rantaniitty,/ˈrɑntɑˌniːtːy/
Rantamäki,/ˈrɑntɑˌmæki/
rantti,/ˈrɑntːi/
raokas,/ˈrɑokɑs/
rapahus,/ˈrɑpɑhus/
rantavesi,/ˈrɑntɑˌʋesi/
rantasaraja,/ˈrɑntɑˌsɑrɑjɑ/
rapsata,/ˈrɑpsɑtɑ/
rapata,/ˈrɑpɑtɑ/
rantukkain,/ˈrɑntukːɑi̯ne/
raputtaa,/ˈrɑputːɑː/
raskahus,/ˈrɑskɑhus/
rapamako,/ˈrɑpɑˌmɑko/
rapsuttaa,/ˈrɑpsutːɑː/
raspiska,/ˈrɑspiskɑ/
rasvakakku,/ˈrɑsʋɑˌkɑkːu/
rasseli,/ˈrɑsːeli/
rapsia,/ˈrɑpsiɑ/
rasvata,/ˈrɑsʋɑtɑ/
raskahusaika,/ˈrɑskɑhusˌɑi̯kɑ/
ratsas,/ˈrɑt͡sɑs/
rastii,/ˈrɑstiː/
rata,/ˈrɑtɑ/
ratas,/ˈrɑtɑs/
ratsastaa,/ˈrɑt͡sɑstɑː/
rattaat,/ˈrɑtːɑːt/
rauniopappi,/ˈrɑu̯nioˌpɑpːi/
ratastee,/ˈrɑtɑsˌteː/
ratsuin,/ˈrɑt͡sui̯ne/
ratsuin,/ˈrɑt͡sui̯n/
rauhain,/ˈrɑu̯hɑi̯ne/
rautapaita,/ˈrɑu̯tɑˌpɑi̯tɑ/
rautaastava,/ˈrɑu̯tɑˌɑstɑʋɑ/
rauhalliin,/ˈrɑu̯hɑlːine/
ravvoittaa,/ˈrɑʋːoi̯tːɑː/
rautalanka,/ˈrɑu̯tɑˌlɑŋkɑ/
rautariissat,/ˈrɑu̯tɑˌriːsːɑt/
rautavitsa,/ˈrɑu̯tɑˌʋit͡sɑ/
ravvattaa,/ˈrɑʋːɑtːɑː/
rautapoltikkain,/ˈrɑu̯tɑˌpoltikːɑi̯ne/
reehtila,/ˈreːhtilɑ/
rebinapuu,/ˈrebinɑˌpuː/
reeskamaito,/ˈreːskɑˌmɑi̯to/
reikä,/ˈrei̯kæ/
reko,/ˈreko/
repo,/ˈrepo/
Repola,/ˈrepolɑ/
repolain,/ˈrepolɑi̯ne/
reeska,/ˈreːskɑ/
reis,/ˈrei̯s/
reis,/ˈrekisːæ/
reknatus,/ˈreknɑtus/
retu,/ˈretu/
retuisa,/ˈretui̯sɑ/
retuin,/ˈretui̯ne/
retukoma,/ˈretuˌkomɑ/
reuna,/ˈreu̯nɑ/
reppiä,/ˈrepiæ/
retumatokkain,/ˈretuˌmɑtokːɑi̯ne/
reunakukka,/ˈreu̯nɑˌkukːɑ/
revittää,/ˈreʋitːæː/
revontulet,/ˈreʋonˌtulet/
revetä,/ˈreʋetæ/
revizora,/ˈreʋizorɑ/
rihmasoola,/ˈrihmɑˌsoːlɑ/
rihveli,/ˈrihʋeli/
riihi,/ˈriːhi/
rihma,/ˈrihmɑ/
riima,/ˈriːmɑ/
riissupelto,/ˈriːsːuˌpelto/
riissu,/ˈriːsːu/
riita,/ˈriːtɑ/
riihihaltias,/ˈriːhiˌhɑltiɑs/
rikas,/ˈrikɑs/
rikastaa,/ˈrikɑstɑː/
riista,/ˈriːstɑ/
rikassos,/ˈrikɑsːos/
rikastua,/ˈrikɑstuɑ/
rikkinäin,/ˈrikːinæi̯ne/
rikki,/ˈrikːi/
rikki,/ˈrikːi/
rinnalt,/ˈrinːɑltɑ/
rinnalt,/ˈrinːɑltɑ/
rinnalt,/ˈrinːɑltɑ/
rinnoittaa,/ˈrinːoi̯tːɑː/
rintalaps,/ˈrintɑˌlɑps/
rintapiiluu,/ˈrintɑˌpiːˌluː/
rinnoitussteeppeni,/ˈrinːoi̯tusˌsteːpːeni/
rintapoolosti,/ˈrintɑˌpoːlosti/
rinta,/ˈrintɑ/
rippua,/ˈripːuɑ/
rintaluu,/ˈrintɑˌluː/
risti,/ˈristi/
ripustaa,/ˈripustɑː/
risovoittaa,/ˈrisoʋoi̯tːɑː/
ristiosa,/ˈristiˌosɑ/
ristilaps,/ˈristiˌlɑps/
ristii,/ˈristiː/
ristii,/ˈristiː/
ristii,/ˈristiːsːe/
ristii,/ˈristiː/
ristipiiluu,/ˈristiˌpiːˌluː/
rohkia,/ˈrohkiɑ/
rodnoi,/ˈrodnoi̯/
ristii rastii,/ˈristiː ˈrɑstiː/
rohhoin,/ˈroxːoi̯n/
rohokasvo,/ˈrohoˌkɑsʋo/
rohoin,/ˈrohoi̯ne/
rohoin,/ˈrohoi̯ne/
rohonpäin,/ˈrohonˌpæi̯ne/
romaškacaaju,/ˈromɑʃkɑˌt͡ʃɑːju/
rohottaa,/ˈrohotːɑː/
rooja,/ˈroːjɑ/
rooko,/ˈroːko/
rookoheinikko,/ˈroːkoˌhei̯nikːo/
rooka,/ˈroːkɑ/
rookopilli,/ˈroːkoˌpilːi/
roojata,/ˈroːjɑtɑ/
rootsinleipä,/ˈroːt͡sinˌlei̯pæ/
roozovoi,/ˈroːzoʋoi̯/
roozovoi,/ˈroːzoʋoi̯/
rooskaraha,/ˈroːskɑˌrɑhɑ/
rotta,/ˈrotːɑ/
rootsalain,/ˈroːt͡sɑlɑi̯ne/
Rootsi,/ˈroːt͡si/
roska,/ˈroskɑ/
rootsa,/ˈroːt͡sɑ/
rubla,/ˈrublɑ/
rucka,/ˈrut͡ʃkɑ/
rovnoist,/ˈroʋnoi̯stɑ/
rovnoist,/ˈroʋnoi̯stɑ/
rovatti,/ˈroʋɑtːi/
RSFSR,/er es ef es ˈer/
rozboinikka,/ˈrozboi̯nikːɑ/
ruikko,/ˈrui̯kːo/
ruis,/ˈru.is/
ruakas,/ˈruɑkɑs/
ruiskukka,/ˈru.isˌkukːɑ/
ruiskrääkki,/ˈru.isˌkræːkːi/
ruispudro,/ˈru.isˌpudro/
ruhti,/ˈruhti/
ruisrummen,/ˈru.isˌrumːen/
ruisolki,/ˈru.isˌolki/
ruisleipä,/ˈru.isˌlei̯pæ/
rukoella,/ˈruko.elːɑ/
rummenseegla,/ˈrumːenˌseːɡlɑ/
rummen,/ˈrumːen/
ruisriihi,/ˈru.isˌriːhi/
